fly_id	Subset_1	Subset_2	Subset_3
fly_01	17	0	0
fly_02	1	0	0
fly_03	2	0	0
fly_04	0	0	0
fly_05	0	0	0
fly_06	2	0	0
fly_07	3	0	0
fly_08	0	0	0
fly_09	9	0	0
fly_10	0	0	0
fly_11	0	0	0
fly_12	5	0	0
fly_13	0	0	0
fly_14	0	0	0
fly_15	0	0	0
fly_16	2	0	0
fly_17	3	5	0
fly_18	0	0	0
fly_19	1	0	0
fly_20	0	0	0
fly_21	5	1	0
fly_22	0	0	0
fly_23	3	0	0
fly_24	0	0	0
fly_25	1	0	0
fly_26	2	5	0
fly_27	0	0	0
fly_28	0	0	0
fly_29	0	0	0
fly_30	0	0	0
fly_31	2	0	0
fly_32	0	0	0
