fly_id	Subset_1	Subset_2	Subset_3
fly_01	44	0	0
fly_02	1	9	0
fly_03	32	0	0
fly_04	0	0	0
fly_05	0	0	0
fly_06	5	0	0
fly_07	3	0	0
fly_08	0	0	0
fly_09	80	0	0
fly_10	6	0	0
fly_11	0	0	0
fly_12	20	0	0
fly_13	0	0	0
fly_14	0	0	0
fly_15	0	0	0
fly_16	12	0	0
fly_17	5	20	0
fly_18	0	0	0
fly_19	1	0	0
fly_20	0	0	0
fly_21	14	1	0
fly_22	0	0	0
fly_23	5	2	3
fly_24	0	0	0
fly_25	3	0	0
fly_26	19	22	0
fly_27	0	0	0
fly_28	0	0	0
fly_29	0	0	0
fly_30	0	0	0
fly_31	14	0	0
fly_32	40	43	40
