fly_id	Subset_1	Subset_2	Subset_3
fly_01	24	1	1
fly_02	2	4	1
fly_03	9	1	1
fly_04	1	1	1
fly_05	1	1	1
fly_06	4	1	1
fly_07	4	1	1
fly_08	1	1	1
fly_09	20	1	1
fly_10	2	1	1
fly_11	1	1	1
fly_12	10	1	1
fly_13	1	1	1
fly_14	1	1	1
fly_15	1	1	1
fly_16	5	1	1
fly_17	5	8	1
fly_18	1	1	1
fly_19	2	1	1
fly_20	1	1	1
fly_21	8	2	1
fly_22	1	1	1
fly_23	5	2	2
fly_24	1	1	1
fly_25	3	1	1
fly_26	8	11	1
fly_27	1	1	1
fly_28	1	1	1
fly_29	1	1	1
fly_30	1	1	1
fly_31	4	1	1
fly_32	4	2	2
