fly_id	Night_1	Night_2	Night_3	Day_1	Day_2	Day_3
fly_01	91.1191222570533	615.637724550898	653.297176820208	67.1358024691358	65.1154639175258	131.29304029304
fly_02	338.314285714286	104.44089456869	720	185.154929577465	97.0993975903614	720
fly_03	82.4767025089606	342.026033690658	421.877813504823	60.4272727272727	44.5583864118896	41.4513457556936
fly_04	305.12865497076	483.673647469459	385.031523642732	136.247787610619	61	63.8228346456693
fly_05	383.608424336973	557.613333333333	558.505119453925	122.487179487179	83.1542168674699	30.5873015873016
fly_06	168.547049441786	526.751152073733	424.922480620155	43.7298387096774	55.3111111111111	56.1233885819521
fly_07	201.395498392283	486.646706586826	467.942073170732	60.2073170731707	51.6730769230769	106.56146179402
fly_08	392.467075038285	313.855842185129	291.695501730104	22.6068376068376	19.6511627906977	22.7739463601533
fly_09	28.2606473594549	350.474137931034	345.405839416058	20.1888888888889	27.0042372881356	28.4691358024691
fly_10	175.133333333333	474.679487179487	540.62760834671	78.9762845849802	128.351473922902	329.150289017341
fly_11	256.556561085973	600.343283582089	595.321981424149	144.26517571885	91.4494949494949	92.0304259634888
fly_12	106.11320754717	584.756838905775	469.032626427406	87.4048582995951	95.2310606060606	77.8954128440367
fly_13	260.326530612245	499.760115606936	477.141509433962	113.722543352601	53.1336633663366	82.3197278911565
fly_14	410.118644067797	606.158064516129	546.4528	34.2155844155844	23.5021276595745	25.7692307692308
fly_15	268.552282768778	439.56768558952	482.262830482115	139.930656934307	120.007751937984	137.912028725314
fly_16	89.6936026936027	402.021207177814	438.507340946166	37.59410430839	42.1201629327902	52.3100775193798
fly_17	159.950819672131	146.199281867145	400.387826086957	106.026785714286	51.5840336134454	47.665306122449
fly_18	377.620573355818	529.712680577849	558.029508196721	34.7401960784314	136.263157894737	49.3275529865125
fly_19	209.315028901734	569.40404040404	556.061806656101	192.673202614379	140.982363315697	56.2645590682196
fly_20	316.291366906475	510.301003344482	360.299115044248	40.8270893371758	34.2755102040816	29.4339152119701
fly_21	61.3515754560531	289.03120124805	530.019480519481	24.68	26.1304347826087	21.0143884892086
fly_22	266.336917562724	453.832775919732	478.008460236887	29.7658536585366	34.0106609808102	47.6974789915966
fly_23	71.4365482233503	199.169390787519	180.988217967599	37.6058394160584	54.7355769230769	30.8034188034188
fly_24	357.402852049911	502.313691507799	527.235915492958	38.038374717833	38.2564543889845	33.1559454191033
fly_25	120.358609794629	533.785819793205	334.310344827586	82.1905626134301	37.5323475046211	42.3794326241135
fly_26	37.9111111111111	98.2810902896082	291.651245551601	25.0373443983402	45.4008350730689	27.508
fly_27	353.552217453505	525.522238163558	515.956127080182	17.9154929577465	31.8894878706199	38.2990196078431
fly_28	280.019490254873	566.207865168539	477.81134751773	76.7686274509804	94.4946466809422	21.6714628297362
fly_29	515.769230769231	525.646153846154	438.478395061728	176.881097560976	72.0886469673406	83.1786833855799
fly_30	351	595.959881129272	594.774603174603	23.3497267759563	27.1315789473684	33.8812785388128
fly_31	138.105348460292	457.15625	308.283076923077	48.1729957805907	44.5958333333333	54.3383742911153
fly_32	444.601957585644	387.935064935065	506.86078098472	66.7023411371238	117.59793814433	200.055921052632
