fly_id	Subset_1	Subset_2	Subset_3
fly_01	3	0	0
fly_02	7	0	0
fly_03	0	0	1
fly_04	2	0	0
fly_05	4	0	0
fly_06	4	0	0
fly_07	0	0	0
fly_08	0	4	3
fly_09	2	1	0
fly_10	10	1	0
fly_11	4	0	0
fly_12	0	0	0
fly_13	9	1	2
fly_14	10	2	0
fly_15	3	2	0
fly_16	5	2	1
fly_17	11	1	1
fly_18	1	0	0
fly_19	5	2	1
fly_20	1	0	0
fly_21	1	1	3
fly_22	3	0	0
fly_23	2	0	0
fly_24	0	0	0
fly_25	3	0	0
fly_26	0	0	0
fly_28	0	1	0
fly_29	1	0	0
fly_30	6	0	0
fly_31	0	4	0
fly_32	4	0	0
