fly_id	Subset_1	Subset_2	Subset_3
fly_01	9	1	1
fly_02	16	1	1
fly_03	1	1	2
fly_04	3	1	1
fly_05	11	1	1
fly_06	9	1	1
fly_07	1	1	1
fly_08	4	6	4
fly_09	4	2	1
fly_10	17	2	1
fly_11	7	1	1
fly_12	1	1	1
fly_13	15	2	3
fly_14	17	4	1
fly_15	7	3	1
fly_16	13	6	2
fly_17	20	2	3
fly_18	6	1	1
fly_19	6	5	3
fly_20	3	1	1
fly_21	2	2	4
fly_22	5	1	1
fly_23	3	1	1
fly_24	1	2	1
fly_25	5	1	1
fly_26	2	1	1
fly_28	2	2	3
fly_29	3	1	1
fly_30	9	1	3
fly_31	3	7	1
fly_32	5	1	1
