fly	phase	day	lengths
fly_14	Night	3	11
fly_14	Night	3	10
fly_14	Night	3	21
fly_14	Night	3	18
fly_14	Night	3	8
fly_14	Night	3	467
fly_15	Night	3	7
fly_15	Night	3	5
fly_15	Night	3	10
fly_15	Night	3	6
fly_15	Night	3	5
fly_15	Night	3	463
fly_16	Night	3	1
fly_16	Night	3	7
fly_16	Night	3	5
fly_16	Night	3	16
fly_16	Night	3	6
fly_16	Night	3	5
fly_16	Night	3	17
fly_16	Night	3	65
fly_16	Night	3	14
fly_16	Night	3	125
fly_16	Night	3	295
fly_17	Night	3	1
fly_17	Night	3	11
fly_17	Night	3	9
fly_17	Night	3	14
fly_17	Night	3	10
fly_17	Night	3	7
fly_17	Night	3	11
fly_17	Night	3	9
fly_17	Night	3	212
fly_17	Night	3	16
fly_17	Night	3	226
fly_18	Night	3	7
fly_18	Night	3	11
fly_18	Night	3	5
fly_18	Night	3	14
fly_18	Night	3	11
fly_18	Night	3	77
fly_18	Night	3	19
fly_18	Night	3	43
fly_18	Night	3	364
fly_19	Night	3	8
fly_19	Night	3	21
fly_19	Night	3	9
fly_19	Night	3	17
fly_19	Night	3	56
fly_19	Night	3	55
fly_19	Night	3	108
fly_19	Night	3	316
fly_19	Night	3	8
fly_20	Night	3	7
fly_20	Night	3	17
fly_20	Night	3	507
fly_21	Night	3	5
fly_21	Night	3	5
fly_21	Night	3	6
fly_21	Night	3	223
fly_21	Night	3	13
fly_21	Night	3	47
fly_21	Night	3	221
fly_22	Night	3	6
fly_22	Night	3	5
fly_22	Night	3	19
fly_22	Night	3	18
fly_22	Night	3	11
fly_22	Night	3	44
fly_22	Night	3	465
fly_23	Night	3	9
fly_23	Night	3	5
fly_23	Night	3	5
fly_23	Night	3	10
fly_23	Night	3	35
fly_23	Night	3	8
fly_23	Night	3	467
fly_24	Night	3	8
fly_24	Night	3	37
fly_24	Night	3	507
fly_25	Night	3	5
fly_25	Night	3	9
fly_25	Night	3	6
fly_25	Night	3	6
fly_25	Night	3	5
fly_25	Night	3	31
fly_25	Night	3	16
fly_25	Night	3	8
fly_25	Night	3	73
fly_25	Night	3	411
fly_26	Night	3	10
fly_26	Night	3	5
fly_26	Night	3	9
fly_26	Night	3	24
fly_26	Night	3	35
fly_26	Night	3	506
fly_28	Night	3	5
fly_28	Night	3	5
fly_28	Night	3	6
fly_28	Night	3	6
fly_28	Night	3	8
fly_28	Night	3	13
fly_28	Night	3	6
fly_28	Night	3	13
fly_28	Night	3	7
fly_28	Night	3	22
fly_28	Night	3	109
fly_28	Night	3	85
fly_28	Night	3	114
fly_28	Night	3	199
fly_29	Night	3	8
fly_29	Night	3	11
fly_29	Night	3	31
fly_29	Night	3	98
fly_29	Night	3	8
fly_29	Night	3	399
fly_30	Night	3	5
fly_30	Night	3	7
fly_30	Night	3	6
fly_30	Night	3	165
fly_30	Night	3	5
fly_30	Night	3	19
fly_30	Night	3	332
fly_31	Night	3	7
fly_31	Night	3	6
fly_31	Night	3	13
fly_31	Night	3	9
fly_31	Night	3	459
fly_32	Night	3	5
fly_32	Night	3	10
fly_32	Night	3	15
fly_32	Night	3	37
fly_32	Night	3	26
fly_32	Night	3	8
fly_32	Night	3	7
fly_32	Night	3	8
fly_32	Night	3	5
fly_32	Night	3	53
fly_32	Night	3	59
fly_32	Night	3	373
fly_01	Day	1	28
fly_01	Day	1	9
fly_01	Day	1	6
fly_01	Day	1	8
fly_01	Day	1	9
fly_01	Day	1	7
fly_01	Day	1	25
fly_01	Day	1	53
fly_01	Day	1	18
fly_01	Day	1	42
fly_01	Day	1	40
fly_01	Day	1	26
fly_01	Day	1	5
fly_01	Day	1	18
fly_01	Day	1	5
fly_01	Day	1	10
fly_01	Day	1	7
fly_01	Day	1	6
fly_02	Day	1	6
fly_02	Day	1	6
fly_02	Day	1	11
fly_02	Day	1	23
fly_02	Day	1	18
fly_02	Day	1	10
fly_02	Day	1	41
fly_02	Day	1	6
fly_02	Day	1	7
fly_02	Day	1	13
fly_02	Day	1	16
fly_02	Day	1	25
fly_02	Day	1	13
fly_02	Day	1	5
fly_02	Day	1	31
fly_02	Day	1	7
fly_02	Day	1	23
fly_02	Day	1	17
fly_02	Day	1	5
fly_02	Day	1	7
fly_02	Day	1	18
fly_02	Day	1	5
fly_02	Day	1	9
fly_02	Day	1	7
fly_03	Day	1	2
fly_03	Day	1	40
fly_03	Day	1	10
fly_03	Day	1	14
fly_03	Day	1	9
fly_03	Day	1	7
fly_03	Day	1	10
fly_03	Day	1	141
fly_03	Day	1	6
fly_03	Day	1	82
fly_03	Day	1	21
fly_03	Day	1	6
fly_03	Day	1	7
fly_03	Day	1	5
fly_03	Day	1	22
fly_03	Day	1	31
fly_03	Day	1	20
fly_03	Day	1	8
fly_04	Day	1	1
fly_04	Day	1	17
fly_04	Day	1	17
fly_04	Day	1	5
fly_04	Day	1	9
fly_04	Day	1	105
fly_04	Day	1	234
fly_04	Day	1	10
fly_04	Day	1	55
fly_04	Day	1	51
fly_04	Day	1	7
fly_04	Day	1	20
fly_05	Day	1	2
fly_05	Day	1	11
fly_05	Day	1	11
fly_05	Day	1	5
fly_05	Day	1	11
fly_05	Day	1	9
fly_05	Day	1	64
fly_05	Day	1	6
fly_05	Day	1	21
fly_05	Day	1	8
fly_05	Day	1	10
fly_05	Day	1	11
fly_05	Day	1	20
fly_05	Day	1	7
fly_05	Day	1	29
fly_05	Day	1	10
fly_05	Day	1	5
fly_05	Day	1	5
fly_05	Day	1	5
fly_05	Day	1	9
fly_05	Day	1	8
fly_05	Day	1	12
fly_05	Day	1	9
fly_05	Day	1	8
fly_05	Day	1	6
fly_05	Day	1	6
fly_05	Day	1	15
fly_06	Day	1	12
fly_06	Day	1	19
fly_06	Day	1	26
fly_06	Day	1	17
fly_06	Day	1	18
