fly_id	Subset_1	Subset_2	Subset_3
fly_01	29	0	0
fly_02	55	0	0
fly_03	0	0	1
fly_04	2	0	0
fly_05	35	0	0
fly_06	25	0	0
fly_07	0	0	0
fly_08	15	10	3
fly_09	12	1	0
fly_10	23	1	0
fly_11	18	0	0
fly_12	0	0	0
fly_13	30	1	2
fly_14	44	11	0
fly_15	12	2	0
fly_16	39	18	1
fly_17	59	1	8
fly_18	24	0	0
fly_19	5	7	5
fly_20	4	0	0
fly_21	1	1	3
fly_22	5	0	0
fly_23	2	0	0
fly_24	0	7	0
fly_25	5	0	0
fly_26	22	0	0
fly_28	2	1	14
fly_29	12	0	0
fly_30	12	0	5
fly_31	6	11	0
fly_32	4	0	0
